id,filename,asset_filename,slug,title,alt_text,caption,description,location,state_region,country,tags,orientation,license_status,license_type,model_release,property_release,collection,featured,published,date_captured,date_published,notes
img-0020,IMG_1128.jpeg,img-0020-img-1128.jpeg,img-0020-img-1128,Motorcycle At Dusk Under Transmission Towers,"Motorcycle At Dusk Under Transmission Towers, motorcycle, dusk, transmission towers in Unspecified utility corridor",Motorcycle At Dusk Under Transmission Towers in Unspecified utility corridor.,Motorcycle At Dusk Under Transmission Towers is a landscape photograph in Unspecified utility corridor for the suburban-atmosphere collection.,Unspecified utility corridor,,United States," motorcycle, dusk, transmission towers, gravel lot, utility corridor, twilight, vehicle",landscape,commercial-safe,free-use,no,no,suburban-atmosphere,no,no,2015-09-28,,Approved for commercial-safe free-use publication by owner.
img-0021,IMG_1366.JPG,img-0021-img-1366-jpg.jpg,img-0021-img-1366,Backyard Grapevine Arbor,Backyard grapevine arbor and garden fence in soft daylight,Backyard grapevine arbor and garden fence.,Backyard Grapevine Arbor is a landscape photograph featuring a grapevine-covered yard edge and garden fencing.,Unspecified residential garden,,United States,"garden, grapevine, backyard, arbor, fence, residential garden, greenery, yard, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,seasonal-details,no,no,,,AI-assisted visual classification applied. Location inferred from visible content; specific capture metadata was not preserved in the export.
img-0022,IMG_1922.JPG,img-0022-img-1922-jpg.jpg,img-0022-img-1922,Pumpkins on Garden Soil,Pumpkins resting on dark soil in close view,Pumpkins resting on dark soil.,Pumpkins on Garden Soil is a square photograph focused on seasonal produce and earthy texture.,Unspecified seasonal garden or pumpkin patch,,United States,"pumpkins, harvest, autumn, garden soil, produce, seasonal detail, orange, farm stand, texture, united states",square,commercial-safe,free-use,no,no,seasonal-details,no,no,,,AI-assisted visual classification applied. Location inferred from visible content; specific capture metadata was not preserved in the export.
img-0023,IMG_1932.JPG,img-0023-img-1932-jpg.jpg,img-0023-img-1932,Pumpkin Pair Close-Up,Close-up of two orange pumpkins on dark ground,Close-up of two orange pumpkins on dark ground.,"Pumpkin Pair Close-Up is a square harvest photograph centered on shape, color, and seasonal texture.",Unspecified seasonal garden or pumpkin patch,,United States,"pumpkins, harvest, autumn, close-up, produce, seasonal detail, orange, texture, fall, united states",square,commercial-safe,free-use,no,no,seasonal-details,no,no,,,AI-assisted visual classification applied. Location inferred from visible content; specific capture metadata was not preserved in the export.
img-0024,IMG_2238.JPG,img-0024-img-2238-jpg.jpg,img-0024-img-2238,Fresh-Baked Fruit Crumble,Fresh-baked fruit crumble in a rectangular baking dish,Fresh-baked fruit crumble in a rectangular baking dish.,Fresh-Baked Fruit Crumble is a square food photograph featuring a rustic baked dessert cooling in a pan.,Unspecified indoor kitchen,,United States,"food, dessert, crumble, baked, kitchen, fruit crumble, homemade, pan, seasonal, united states",square,commercial-safe,free-use,no,no,seasonal-details,no,no,,,AI-assisted visual classification applied. Location inferred from visible content; specific capture metadata was not preserved in the export.
img-0025,IMG_2346.JPG,img-0025-img-2346-jpg.jpg,img-0025-img-2346,Astoria Waterfront Under Cloud Cover,Astoria waterfront and river channel under a gray sky,Astoria waterfront and river channel under a gray sky.,Astoria Waterfront Under Cloud Cover is a landscape photograph of the working waterfront and broad river channel near Astoria.,"Astoria, Oregon",Oregon,United States,"astoria, astoria waterfront, columbia river, harbor, bridge, waterfront, overcast, working river, oregon, united states",landscape,commercial-safe,free-use,no,no,astoria-overlooks,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0026,IMG_2742.JPG,img-0026-img-2742-jpg.jpg,img-0026-img-2742,Perched Songbird on Bare Branch,Small songbird perched on a bare branch against a soft sky,Small songbird perched on a bare branch against a soft sky.,Perched Songbird on Bare Branch is a nature-detail photograph isolating a lone bird against an open background.,Unspecified shoreline or woodland edge,,United States,"bird, songbird, branch, perched bird, wildlife, nature detail, bare branches, sky, outdoors, united states",landscape,commercial-safe,free-use,no,no,nature-details,no,no,,,AI-assisted visual classification applied. Location inferred from visible content; specific capture metadata was not preserved in the export.
img-0027,IMG_3521.JPG,img-0027-img-3521-jpg.jpg,img-0027-img-3521,Rainy Road Through the Windshield,Rainy roadside scene viewed through a car windshield,Rainy roadside scene viewed through a car windshield.,"Rainy Road Through the Windshield is an atmospheric driving photograph with wet pavement, glass blur, and muted roadside color.",Unspecified coastal roadway,,United States,"rain, roadway, windshield, car view, wet weather, roadside, travel, moody, atmosphere, united states",landscape,commercial-safe,free-use,no,no,suburban-atmosphere,no,no,,,AI-assisted visual classification applied. Location inferred from visible content; specific capture metadata was not preserved in the export.
img-0028,IMG_3616.JPG,img-0028-img-3616-jpg.jpg,img-0028-img-3616,Long Beach Sunset Reflections,Sunset reflections across a broad Long Beach shoreline,Sunset reflections across the shoreline at Long Beach.,Long Beach Sunset Reflections is a landscape photograph capturing evening color across wet sand and shallow tidewater.,"Long Beach, Washington",Washington,United States,"long beach, washington coast, sunset, reflections, shoreline, wet sand, pacific coast, evening light, beach, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,yes,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0029,IMG_3617.JPG,img-0029-img-3617-jpg.jpg,img-0029-img-3617,Dune Edge at Dusk,Dune grass edge and open shoreline at dusk in Long Beach,Dune grass edge and open shoreline at dusk in Long Beach.,"Dune Edge at Dusk is a coastal landscape photograph with beach grass, low surf, and fading evening light.","Long Beach, Washington",Washington,United States,"long beach, dunes, beach grass, dusk, shoreline, washington coast, coast, evening light, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0030,IMG_3618.JPG,img-0030-img-3618-jpg.jpg,img-0030-img-3618,Beach Access Toward Sea Stacks,Sandy beach access leading toward distant sea stacks,Sandy beach access leading toward distant sea stacks.,Beach Access Toward Sea Stacks is a landscape photograph that frames the coastal approach through low dunes and open sand.,"Long Beach, Washington",Washington,United States,"long beach, beach access, dunes, sea stacks, shoreline, sandy path, washington coast, pacific coast, coastal walk, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0031,IMG_3620.JPG,img-0031-img-3620-jpg.jpg,img-0031-img-3620,Sea Stacks Across the Flats,Distant sea stacks rising beyond open tidal flats,Distant sea stacks rising beyond open tidal flats.,"Sea Stacks Across the Flats is a landscape photograph emphasizing distance, texture, and coastal haze.","Long Beach, Washington",Washington,United States,"long beach, sea stacks, tidal flats, shoreline, washington coast, coastal haze, pacific coast, wide beach, nature, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0032,IMG_3621.JPG,img-0032-img-3621-jpg.jpg,img-0032-img-3621,Last Light on Wet Sand,Golden last light reflecting over wet sand and calm surf,Golden last light reflecting over wet sand and calm surf.,Last Light on Wet Sand is a beach sunset photograph built around luminous reflections and minimal coastal forms.,"Long Beach, Washington",Washington,United States,"long beach, sunset, wet sand, reflections, calm surf, golden light, washington coast, minimal seascape, beach, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,yes,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0033,IMG_3637.JPG,img-0033-img-3637-jpg.jpg,img-0033-img-3637,Promenade View Toward the Shore,Long Beach promenade view toward the shore and distant sea stacks,Long Beach promenade view toward the shore and distant sea stacks.,"Promenade View Toward the Shore is a coastal lookout photograph combining public beachfront access, open sky, and distant rock formations.","Long Beach, Washington",Washington,United States,"long beach, promenade, viewpoint, beach access, sea stacks, washington coast, public beach, coast, railing, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0034,IMG_3659.JPG,img-0034-img-3659-jpg.jpg,img-0034-img-3659,Overcast Promenade Rail,Beach promenade rail under an overcast sky in Long Beach,Beach promenade rail under an overcast sky in Long Beach.,Overcast Promenade Rail is a shoreline atmosphere photograph focused on beachfront structure and soft coastal weather.,"Long Beach, Washington",Washington,United States,"long beach, promenade, overcast, shoreline, railing, washington coast, cloudy sky, beachfront, atmosphere, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0035,IMG_3661.JPG,img-0035-img-3661-jpg.jpg,img-0035-img-3661,Wide Promenade Coastline,Wide promenade view over the Long Beach shoreline,Wide promenade view over the Long Beach shoreline.,"Wide Promenade Coastline is a broad coastal landscape photograph of the beachfront path, surf, and gray sky.","Long Beach, Washington",Washington,United States,"long beach, promenade, shoreline, wide beach, cloudy coast, washington coast, beachfront path, surf, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0036,IMG_3679.JPG,img-0036-img-3679-jpg.jpg,img-0036-img-3679,Worlds Longest Beach Arch,"Worlds Longest Beach archway at Long Beach, Washington","Worlds Longest Beach archway at Long Beach, Washington.",Worlds Longest Beach Arch is a landmark photograph of the Long Beach entrance sign and beachfront approach.,"Long Beach, Washington",Washington,United States,"long beach, worlds longest beach, archway, landmark, washington coast, beach town, entrance sign, travel, coast, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,yes,no,,,AI-assisted visual classification applied from the visible Worlds Longest Beach landmark. Specific capture metadata was not preserved in the export.
img-0037,IMG_3681.JPG,img-0037-img-3681-jpg.jpg,img-0037-img-3681,Kite Above the Beach,Single kite flying above the beach near the Long Beach boardwalk,Single kite flying above the beach near the Long Beach boardwalk.,"Kite Above the Beach is a portrait-oriented coastal scene with open sky, sandy foreground, and a bright kite in motion.","Long Beach, Washington",Washington,United States,"long beach, kite, beach, boardwalk, sky, washington coast, recreation, sandy beach, coastal town, united states",portrait,commercial-safe,free-use,no,no,coastal-long-beach,yes,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0038,IMG_3683.JPG,img-0038-img-3683-jpg.jpg,img-0038-img-3683,Beach Homes and Kite,"Beach homes, dune grass, and a kite along Long Beach","Beach homes, dune grass, and a kite along Long Beach.",Beach Homes and Kite is a landscape coastal-town photograph with dune-edge housing and beach activity.,"Long Beach, Washington",Washington,United States,"long beach, beach homes, kite, dunes, washington coast, seaside town, grass, shoreline, coastal neighborhood, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0039,IMG_3762.JPG,img-0039-img-3762-jpg.jpg,img-0039-img-3762,Flat Sand and Rolling Surf,Flat sandy beach with rolling surf under open sky,Flat sandy beach with rolling surf under open sky.,"Flat Sand and Rolling Surf is a minimal shoreline photograph centered on horizon, surf line, and broad beach texture.","Long Beach, Washington",Washington,United States,"long beach, sand, surf, horizon, open beach, washington coast, seascape, shoreline, minimal, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0040,IMG_3788.JPG,img-0040-img-3788-jpg.jpg,img-0040-img-3788,Wet Sand Along the Surf,Wet sand and low surf along the Long Beach shoreline,Wet sand and low surf along the Long Beach shoreline.,Wet Sand Along the Surf is a beach landscape photograph with shallow reflections and a soft Pacific surf edge.,"Long Beach, Washington",Washington,United States,"long beach, wet sand, shoreline, surf, washington coast, beach reflections, pacific coast, seascape, coastal light, united states",landscape,commercial-safe,free-use,no,no,coastal-long-beach,no,no,,,AI-assisted visual classification applied using visible landmarks and user-provided trip locations. Specific capture metadata was not preserved in the export.
img-0041,IMG_3790.JPG,img-0041-img-3790-jpg.jpg,img-0041-img-3790,Kayak View Across Quiet Water,Low-angle kayak view across quiet water and tree-lined shore,Low-angle kayak view across quiet water and tree-lined shore.,"Kayak View Across Quiet Water is a calm shoreline photograph emphasizing still water, shoreline trees, and a low vantage point.","Astoria, Oregon",Oregon,United States,"astoria, quiet water, kayak, shoreline, calm bay, trees, estuary, oregon coast, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0042,IMG_3832.JPG,img-0042-img-3832-jpg.jpg,img-0042-img-3832,Sunlit Water from the Shore,Sunlit water seen from a low shoreline angle with gentle ripples,Sunlit water seen from a low shoreline angle with gentle ripples.,"Sunlit Water from the Shore is a tranquil waterscape photograph built around clean light, stillness, and open water.","Astoria, Oregon",Oregon,United States,"astoria, shoreline, sunlit water, ripples, estuary, calm scene, waterscape, oregon, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0043,IMG_3890.JPG,img-0043-img-3890-jpg.jpg,img-0043-img-3890,Calm Channel in Afternoon Light,Calm channel water under bright afternoon light,Calm channel water under bright afternoon light.,Calm Channel in Afternoon Light is a simple shoreline study focused on still surface texture and bright open sky.,"Astoria, Oregon",Oregon,United States,"astoria, channel, calm water, afternoon light, estuary, shoreline, waterscape, quiet scene, oregon, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0044,IMG_3895.JPG,img-0044-img-3895-jpg.jpg,img-0044-img-3895,Shoreline Tree Frame,Tree branches framing a calm shoreline view in Astoria,Tree branches framing a calm shoreline view in Astoria.,Shoreline Tree Frame is a landscape photograph that uses overhanging branches to frame a bright stretch of calm water.,"Astoria, Oregon",Oregon,United States,"astoria, shoreline, tree branches, framing, calm water, estuary, waterscape, oregon, bright sky, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0045,IMG_3896.JPG,img-0045-img-3896-jpg.jpg,img-0045-img-3896,Sparkling Water Beneath Branches,Sparkling water beneath bare branches along the shoreline,Sparkling water beneath bare branches along the shoreline.,Sparkling Water Beneath Branches is a shoreline light study featuring branch silhouettes and bright water reflections.,"Astoria, Oregon",Oregon,United States,"astoria, sparkling water, branches, shoreline, reflections, estuary, waterscape, oregon, calm scene, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0046,IMG_3907.JPG,img-0046-img-3907-jpg.jpg,img-0046-img-3907,Driftwood Over the Water,Driftwood log above calm water along the Astoria shoreline,Driftwood log above calm water along the Astoria shoreline.,"Driftwood Over the Water is a shoreline composition centered on weathered wood, open water, and a bright horizon.","Astoria, Oregon",Oregon,United States,"astoria, driftwood, shoreline, calm water, estuary, log, waterscape, oregon, pacific northwest, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,yes,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
img-0047,IMG_3908.JPG,img-0047-img-3908-jpg.jpg,img-0047-img-3908,Roadside Driftwood View,Roadside driftwood and calm water along the Astoria shoreline,Roadside driftwood and calm water along the Astoria shoreline.,"Roadside Driftwood View is a shoreline photograph with weathered logs, parked-car framing, and still estuary water.","Astoria, Oregon",Oregon,United States,"astoria, driftwood, shoreline, roadside, calm water, estuary, log, travel, oregon, united states",landscape,commercial-safe,free-use,no,no,quiet-shorelines,no,no,,,AI-assisted visual classification applied using the trip context provided by the user. Specific capture metadata was not preserved in the export.
